uid,index,name,display_name,category,subcategory,kind,item,variant,style,label,tags,master_svg,png_path_template
NEO02705,2705,flag_io_roundel_01,British Indian Ocean Territory flag roundel 1,country_flags,country_code_flags,flag,io,1,roundel,IO,flag;country;IO;British Indian Ocean Territory,svg/master/flag_io_roundel_01.svg,png/{theme}/{size}/flag_io_roundel_01.png
NEO02706,2706,flag_iq_roundel_01,Iraq flag roundel 1,country_flags,country_code_flags,flag,iq,1,roundel,IQ,flag;country;IQ;Iraq,svg/master/flag_iq_roundel_01.svg,png/{theme}/{size}/flag_iq_roundel_01.png
NEO02707,2707,flag_ir_roundel_01,"Iran, Islamic Republic of flag roundel 1",country_flags,country_code_flags,flag,ir,1,roundel,IR,"flag;country;IR;Iran, Islamic Republic of",svg/master/flag_ir_roundel_01.svg,png/{theme}/{size}/flag_ir_roundel_01.png
NEO02708,2708,flag_is_roundel_01,Iceland flag roundel 1,country_flags,country_code_flags,flag,is,1,roundel,IS,flag;country;IS;Iceland,svg/master/flag_is_roundel_01.svg,png/{theme}/{size}/flag_is_roundel_01.png
NEO02709,2709,flag_it_roundel_01,Italy flag roundel 1,country_flags,country_code_flags,flag,it,1,roundel,IT,flag;country;IT;Italy,svg/master/flag_it_roundel_01.svg,png/{theme}/{size}/flag_it_roundel_01.png
NEO02710,2710,flag_je_roundel_01,Jersey flag roundel 1,country_flags,country_code_flags,flag,je,1,roundel,JE,flag;country;JE;Jersey,svg/master/flag_je_roundel_01.svg,png/{theme}/{size}/flag_je_roundel_01.png
NEO02711,2711,flag_jm_roundel_01,Jamaica flag roundel 1,country_flags,country_code_flags,flag,jm,1,roundel,JM,flag;country;JM;Jamaica,svg/master/flag_jm_roundel_01.svg,png/{theme}/{size}/flag_jm_roundel_01.png
NEO02712,2712,flag_jo_roundel_01,Jordan flag roundel 1,country_flags,country_code_flags,flag,jo,1,roundel,JO,flag;country;JO;Jordan,svg/master/flag_jo_roundel_01.svg,png/{theme}/{size}/flag_jo_roundel_01.png
NEO02713,2713,flag_jp_roundel_01,Japan flag roundel 1,country_flags,country_code_flags,flag,jp,1,roundel,JP,flag;country;JP;Japan,svg/master/flag_jp_roundel_01.svg,png/{theme}/{size}/flag_jp_roundel_01.png
NEO02714,2714,flag_ke_roundel_01,Kenya flag roundel 1,country_flags,country_code_flags,flag,ke,1,roundel,KE,flag;country;KE;Kenya,svg/master/flag_ke_roundel_01.svg,png/{theme}/{size}/flag_ke_roundel_01.png
NEO02715,2715,flag_kg_roundel_01,Kyrgyzstan flag roundel 1,country_flags,country_code_flags,flag,kg,1,roundel,KG,flag;country;KG;Kyrgyzstan,svg/master/flag_kg_roundel_01.svg,png/{theme}/{size}/flag_kg_roundel_01.png
NEO02716,2716,flag_kh_roundel_01,Cambodia flag roundel 1,country_flags,country_code_flags,flag,kh,1,roundel,KH,flag;country;KH;Cambodia,svg/master/flag_kh_roundel_01.svg,png/{theme}/{size}/flag_kh_roundel_01.png
NEO02717,2717,flag_ki_roundel_01,Kiribati flag roundel 1,country_flags,country_code_flags,flag,ki,1,roundel,KI,flag;country;KI;Kiribati,svg/master/flag_ki_roundel_01.svg,png/{theme}/{size}/flag_ki_roundel_01.png
NEO02718,2718,flag_km_roundel_01,Comoros flag roundel 1,country_flags,country_code_flags,flag,km,1,roundel,KM,flag;country;KM;Comoros,svg/master/flag_km_roundel_01.svg,png/{theme}/{size}/flag_km_roundel_01.png
NEO02719,2719,flag_kn_roundel_01,Saint Kitts and Nevis flag roundel 1,country_flags,country_code_flags,flag,kn,1,roundel,KN,flag;country;KN;Saint Kitts and Nevis,svg/master/flag_kn_roundel_01.svg,png/{theme}/{size}/flag_kn_roundel_01.png
NEO02720,2720,flag_kp_roundel_01,"Korea, Democratic People's Republic of flag roundel 1",country_flags,country_code_flags,flag,kp,1,roundel,KP,"flag;country;KP;Korea, Democratic People's Republic of",svg/master/flag_kp_roundel_01.svg,png/{theme}/{size}/flag_kp_roundel_01.png
NEO02721,2721,flag_kr_roundel_01,"Korea, Republic of flag roundel 1",country_flags,country_code_flags,flag,kr,1,roundel,KR,"flag;country;KR;Korea, Republic of",svg/master/flag_kr_roundel_01.svg,png/{theme}/{size}/flag_kr_roundel_01.png
NEO02722,2722,flag_kw_roundel_01,Kuwait flag roundel 1,country_flags,country_code_flags,flag,kw,1,roundel,KW,flag;country;KW;Kuwait,svg/master/flag_kw_roundel_01.svg,png/{theme}/{size}/flag_kw_roundel_01.png
NEO02723,2723,flag_ky_roundel_01,Cayman Islands flag roundel 1,country_flags,country_code_flags,flag,ky,1,roundel,KY,flag;country;KY;Cayman Islands,svg/master/flag_ky_roundel_01.svg,png/{theme}/{size}/flag_ky_roundel_01.png
NEO02724,2724,flag_kz_roundel_01,Kazakhstan flag roundel 1,country_flags,country_code_flags,flag,kz,1,roundel,KZ,flag;country;KZ;Kazakhstan,svg/master/flag_kz_roundel_01.svg,png/{theme}/{size}/flag_kz_roundel_01.png
NEO02725,2725,flag_la_roundel_01,Lao People's Democratic Republic flag roundel 1,country_flags,country_code_flags,flag,la,1,roundel,LA,flag;country;LA;Lao People's Democratic Republic,svg/master/flag_la_roundel_01.svg,png/{theme}/{size}/flag_la_roundel_01.png
NEO02726,2726,flag_lb_roundel_01,Lebanon flag roundel 1,country_flags,country_code_flags,flag,lb,1,roundel,LB,flag;country;LB;Lebanon,svg/master/flag_lb_roundel_01.svg,png/{theme}/{size}/flag_lb_roundel_01.png
NEO02727,2727,flag_lc_roundel_01,Saint Lucia flag roundel 1,country_flags,country_code_flags,flag,lc,1,roundel,LC,flag;country;LC;Saint Lucia,svg/master/flag_lc_roundel_01.svg,png/{theme}/{size}/flag_lc_roundel_01.png
NEO02728,2728,flag_li_roundel_01,Liechtenstein flag roundel 1,country_flags,country_code_flags,flag,li,1,roundel,LI,flag;country;LI;Liechtenstein,svg/master/flag_li_roundel_01.svg,png/{theme}/{size}/flag_li_roundel_01.png
NEO02729,2729,flag_lk_roundel_01,Sri Lanka flag roundel 1,country_flags,country_code_flags,flag,lk,1,roundel,LK,flag;country;LK;Sri Lanka,svg/master/flag_lk_roundel_01.svg,png/{theme}/{size}/flag_lk_roundel_01.png
NEO02730,2730,flag_lr_roundel_01,Liberia flag roundel 1,country_flags,country_code_flags,flag,lr,1,roundel,LR,flag;country;LR;Liberia,svg/master/flag_lr_roundel_01.svg,png/{theme}/{size}/flag_lr_roundel_01.png
NEO02731,2731,flag_ls_roundel_01,Lesotho flag roundel 1,country_flags,country_code_flags,flag,ls,1,roundel,LS,flag;country;LS;Lesotho,svg/master/flag_ls_roundel_01.svg,png/{theme}/{size}/flag_ls_roundel_01.png
NEO02732,2732,flag_lt_roundel_01,Lithuania flag roundel 1,country_flags,country_code_flags,flag,lt,1,roundel,LT,flag;country;LT;Lithuania,svg/master/flag_lt_roundel_01.svg,png/{theme}/{size}/flag_lt_roundel_01.png
NEO02733,2733,flag_lu_roundel_01,Luxembourg flag roundel 1,country_flags,country_code_flags,flag,lu,1,roundel,LU,flag;country;LU;Luxembourg,svg/master/flag_lu_roundel_01.svg,png/{theme}/{size}/flag_lu_roundel_01.png
NEO02734,2734,flag_lv_roundel_01,Latvia flag roundel 1,country_flags,country_code_flags,flag,lv,1,roundel,LV,flag;country;LV;Latvia,svg/master/flag_lv_roundel_01.svg,png/{theme}/{size}/flag_lv_roundel_01.png
NEO02735,2735,flag_ly_roundel_01,Libya flag roundel 1,country_flags,country_code_flags,flag,ly,1,roundel,LY,flag;country;LY;Libya,svg/master/flag_ly_roundel_01.svg,png/{theme}/{size}/flag_ly_roundel_01.png
NEO02736,2736,flag_ma_roundel_01,Morocco flag roundel 1,country_flags,country_code_flags,flag,ma,1,roundel,MA,flag;country;MA;Morocco,svg/master/flag_ma_roundel_01.svg,png/{theme}/{size}/flag_ma_roundel_01.png
NEO02737,2737,flag_mc_roundel_01,Monaco flag roundel 1,country_flags,country_code_flags,flag,mc,1,roundel,MC,flag;country;MC;Monaco,svg/master/flag_mc_roundel_01.svg,png/{theme}/{size}/flag_mc_roundel_01.png
NEO02738,2738,flag_md_roundel_01,"Moldova, Republic of flag roundel 1",country_flags,country_code_flags,flag,md,1,roundel,MD,"flag;country;MD;Moldova, Republic of",svg/master/flag_md_roundel_01.svg,png/{theme}/{size}/flag_md_roundel_01.png
NEO02739,2739,flag_me_roundel_01,Montenegro flag roundel 1,country_flags,country_code_flags,flag,me,1,roundel,ME,flag;country;ME;Montenegro,svg/master/flag_me_roundel_01.svg,png/{theme}/{size}/flag_me_roundel_01.png
NEO02740,2740,flag_mf_roundel_01,Saint Martin (French part) flag roundel 1,country_flags,country_code_flags,flag,mf,1,roundel,MF,flag;country;MF;Saint Martin (French part),svg/master/flag_mf_roundel_01.svg,png/{theme}/{size}/flag_mf_roundel_01.png
NEO02741,2741,flag_mg_roundel_01,Madagascar flag roundel 1,country_flags,country_code_flags,flag,mg,1,roundel,MG,flag;country;MG;Madagascar,svg/master/flag_mg_roundel_01.svg,png/{theme}/{size}/flag_mg_roundel_01.png
NEO02742,2742,flag_mh_roundel_01,Marshall Islands flag roundel 1,country_flags,country_code_flags,flag,mh,1,roundel,MH,flag;country;MH;Marshall Islands,svg/master/flag_mh_roundel_01.svg,png/{theme}/{size}/flag_mh_roundel_01.png
NEO02743,2743,flag_mk_roundel_01,North Macedonia flag roundel 1,country_flags,country_code_flags,flag,mk,1,roundel,MK,flag;country;MK;North Macedonia,svg/master/flag_mk_roundel_01.svg,png/{theme}/{size}/flag_mk_roundel_01.png
NEO02744,2744,flag_ml_roundel_01,Mali flag roundel 1,country_flags,country_code_flags,flag,ml,1,roundel,ML,flag;country;ML;Mali,svg/master/flag_ml_roundel_01.svg,png/{theme}/{size}/flag_ml_roundel_01.png
NEO02745,2745,flag_mm_roundel_01,Myanmar flag roundel 1,country_flags,country_code_flags,flag,mm,1,roundel,MM,flag;country;MM;Myanmar,svg/master/flag_mm_roundel_01.svg,png/{theme}/{size}/flag_mm_roundel_01.png
NEO02746,2746,flag_mn_roundel_01,Mongolia flag roundel 1,country_flags,country_code_flags,flag,mn,1,roundel,MN,flag;country;MN;Mongolia,svg/master/flag_mn_roundel_01.svg,png/{theme}/{size}/flag_mn_roundel_01.png
NEO02747,2747,flag_mo_roundel_01,Macao flag roundel 1,country_flags,country_code_flags,flag,mo,1,roundel,MO,flag;country;MO;Macao,svg/master/flag_mo_roundel_01.svg,png/{theme}/{size}/flag_mo_roundel_01.png
NEO02748,2748,flag_mp_roundel_01,Northern Mariana Islands flag roundel 1,country_flags,country_code_flags,flag,mp,1,roundel,MP,flag;country;MP;Northern Mariana Islands,svg/master/flag_mp_roundel_01.svg,png/{theme}/{size}/flag_mp_roundel_01.png
NEO02749,2749,flag_mq_roundel_01,Martinique flag roundel 1,country_flags,country_code_flags,flag,mq,1,roundel,MQ,flag;country;MQ;Martinique,svg/master/flag_mq_roundel_01.svg,png/{theme}/{size}/flag_mq_roundel_01.png
NEO02750,2750,flag_mr_roundel_01,Mauritania flag roundel 1,country_flags,country_code_flags,flag,mr,1,roundel,MR,flag;country;MR;Mauritania,svg/master/flag_mr_roundel_01.svg,png/{theme}/{size}/flag_mr_roundel_01.png
NEO02751,2751,flag_ms_roundel_01,Montserrat flag roundel 1,country_flags,country_code_flags,flag,ms,1,roundel,MS,flag;country;MS;Montserrat,svg/master/flag_ms_roundel_01.svg,png/{theme}/{size}/flag_ms_roundel_01.png
NEO02752,2752,flag_mt_roundel_01,Malta flag roundel 1,country_flags,country_code_flags,flag,mt,1,roundel,MT,flag;country;MT;Malta,svg/master/flag_mt_roundel_01.svg,png/{theme}/{size}/flag_mt_roundel_01.png
NEO02753,2753,flag_mu_roundel_01,Mauritius flag roundel 1,country_flags,country_code_flags,flag,mu,1,roundel,MU,flag;country;MU;Mauritius,svg/master/flag_mu_roundel_01.svg,png/{theme}/{size}/flag_mu_roundel_01.png
NEO02754,2754,flag_mv_roundel_01,Maldives flag roundel 1,country_flags,country_code_flags,flag,mv,1,roundel,MV,flag;country;MV;Maldives,svg/master/flag_mv_roundel_01.svg,png/{theme}/{size}/flag_mv_roundel_01.png
NEO02755,2755,flag_mw_roundel_01,Malawi flag roundel 1,country_flags,country_code_flags,flag,mw,1,roundel,MW,flag;country;MW;Malawi,svg/master/flag_mw_roundel_01.svg,png/{theme}/{size}/flag_mw_roundel_01.png
NEO02756,2756,flag_mx_roundel_01,Mexico flag roundel 1,country_flags,country_code_flags,flag,mx,1,roundel,MX,flag;country;MX;Mexico,svg/master/flag_mx_roundel_01.svg,png/{theme}/{size}/flag_mx_roundel_01.png
NEO02757,2757,flag_my_roundel_01,Malaysia flag roundel 1,country_flags,country_code_flags,flag,my,1,roundel,MY,flag;country;MY;Malaysia,svg/master/flag_my_roundel_01.svg,png/{theme}/{size}/flag_my_roundel_01.png
NEO02758,2758,flag_mz_roundel_01,Mozambique flag roundel 1,country_flags,country_code_flags,flag,mz,1,roundel,MZ,flag;country;MZ;Mozambique,svg/master/flag_mz_roundel_01.svg,png/{theme}/{size}/flag_mz_roundel_01.png
NEO02759,2759,flag_na_roundel_01,Namibia flag roundel 1,country_flags,country_code_flags,flag,na,1,roundel,NA,flag;country;NA;Namibia,svg/master/flag_na_roundel_01.svg,png/{theme}/{size}/flag_na_roundel_01.png
NEO02760,2760,flag_nc_roundel_01,New Caledonia flag roundel 1,country_flags,country_code_flags,flag,nc,1,roundel,NC,flag;country;NC;New Caledonia,svg/master/flag_nc_roundel_01.svg,png/{theme}/{size}/flag_nc_roundel_01.png
NEO02761,2761,flag_ne_roundel_01,Niger flag roundel 1,country_flags,country_code_flags,flag,ne,1,roundel,NE,flag;country;NE;Niger,svg/master/flag_ne_roundel_01.svg,png/{theme}/{size}/flag_ne_roundel_01.png
NEO02762,2762,flag_nf_roundel_01,Norfolk Island flag roundel 1,country_flags,country_code_flags,flag,nf,1,roundel,NF,flag;country;NF;Norfolk Island,svg/master/flag_nf_roundel_01.svg,png/{theme}/{size}/flag_nf_roundel_01.png
NEO02763,2763,flag_ng_roundel_01,Nigeria flag roundel 1,country_flags,country_code_flags,flag,ng,1,roundel,NG,flag;country;NG;Nigeria,svg/master/flag_ng_roundel_01.svg,png/{theme}/{size}/flag_ng_roundel_01.png
NEO02764,2764,flag_ni_roundel_01,Nicaragua flag roundel 1,country_flags,country_code_flags,flag,ni,1,roundel,NI,flag;country;NI;Nicaragua,svg/master/flag_ni_roundel_01.svg,png/{theme}/{size}/flag_ni_roundel_01.png
NEO02765,2765,flag_nl_roundel_01,Netherlands flag roundel 1,country_flags,country_code_flags,flag,nl,1,roundel,NL,flag;country;NL;Netherlands,svg/master/flag_nl_roundel_01.svg,png/{theme}/{size}/flag_nl_roundel_01.png
NEO02766,2766,flag_no_roundel_01,Norway flag roundel 1,country_flags,country_code_flags,flag,no,1,roundel,NO,flag;country;NO;Norway,svg/master/flag_no_roundel_01.svg,png/{theme}/{size}/flag_no_roundel_01.png
NEO02767,2767,flag_np_roundel_01,Nepal flag roundel 1,country_flags,country_code_flags,flag,np,1,roundel,NP,flag;country;NP;Nepal,svg/master/flag_np_roundel_01.svg,png/{theme}/{size}/flag_np_roundel_01.png
NEO02768,2768,flag_nr_roundel_01,Nauru flag roundel 1,country_flags,country_code_flags,flag,nr,1,roundel,NR,flag;country;NR;Nauru,svg/master/flag_nr_roundel_01.svg,png/{theme}/{size}/flag_nr_roundel_01.png
NEO02769,2769,flag_nu_roundel_01,Niue flag roundel 1,country_flags,country_code_flags,flag,nu,1,roundel,NU,flag;country;NU;Niue,svg/master/flag_nu_roundel_01.svg,png/{theme}/{size}/flag_nu_roundel_01.png
NEO02770,2770,flag_nz_roundel_01,New Zealand flag roundel 1,country_flags,country_code_flags,flag,nz,1,roundel,NZ,flag;country;NZ;New Zealand,svg/master/flag_nz_roundel_01.svg,png/{theme}/{size}/flag_nz_roundel_01.png
NEO02771,2771,flag_om_roundel_01,Oman flag roundel 1,country_flags,country_code_flags,flag,om,1,roundel,OM,flag;country;OM;Oman,svg/master/flag_om_roundel_01.svg,png/{theme}/{size}/flag_om_roundel_01.png
NEO02772,2772,flag_pa_roundel_01,Panama flag roundel 1,country_flags,country_code_flags,flag,pa,1,roundel,PA,flag;country;PA;Panama,svg/master/flag_pa_roundel_01.svg,png/{theme}/{size}/flag_pa_roundel_01.png
NEO02773,2773,flag_pe_roundel_01,Peru flag roundel 1,country_flags,country_code_flags,flag,pe,1,roundel,PE,flag;country;PE;Peru,svg/master/flag_pe_roundel_01.svg,png/{theme}/{size}/flag_pe_roundel_01.png
NEO02774,2774,flag_pf_roundel_01,French Polynesia flag roundel 1,country_flags,country_code_flags,flag,pf,1,roundel,PF,flag;country;PF;French Polynesia,svg/master/flag_pf_roundel_01.svg,png/{theme}/{size}/flag_pf_roundel_01.png
NEO02775,2775,flag_pg_roundel_01,Papua New Guinea flag roundel 1,country_flags,country_code_flags,flag,pg,1,roundel,PG,flag;country;PG;Papua New Guinea,svg/master/flag_pg_roundel_01.svg,png/{theme}/{size}/flag_pg_roundel_01.png
NEO02776,2776,flag_ph_roundel_01,Philippines flag roundel 1,country_flags,country_code_flags,flag,ph,1,roundel,PH,flag;country;PH;Philippines,svg/master/flag_ph_roundel_01.svg,png/{theme}/{size}/flag_ph_roundel_01.png
NEO02777,2777,flag_pk_roundel_01,Pakistan flag roundel 1,country_flags,country_code_flags,flag,pk,1,roundel,PK,flag;country;PK;Pakistan,svg/master/flag_pk_roundel_01.svg,png/{theme}/{size}/flag_pk_roundel_01.png
NEO02778,2778,flag_pl_roundel_01,Poland flag roundel 1,country_flags,country_code_flags,flag,pl,1,roundel,PL,flag;country;PL;Poland,svg/master/flag_pl_roundel_01.svg,png/{theme}/{size}/flag_pl_roundel_01.png
NEO02779,2779,flag_pm_roundel_01,Saint Pierre and Miquelon flag roundel 1,country_flags,country_code_flags,flag,pm,1,roundel,PM,flag;country;PM;Saint Pierre and Miquelon,svg/master/flag_pm_roundel_01.svg,png/{theme}/{size}/flag_pm_roundel_01.png
NEO02780,2780,flag_pn_roundel_01,Pitcairn flag roundel 1,country_flags,country_code_flags,flag,pn,1,roundel,PN,flag;country;PN;Pitcairn,svg/master/flag_pn_roundel_01.svg,png/{theme}/{size}/flag_pn_roundel_01.png
NEO02781,2781,flag_pr_roundel_01,Puerto Rico flag roundel 1,country_flags,country_code_flags,flag,pr,1,roundel,PR,flag;country;PR;Puerto Rico,svg/master/flag_pr_roundel_01.svg,png/{theme}/{size}/flag_pr_roundel_01.png
NEO02782,2782,flag_ps_roundel_01,"Palestine, State of flag roundel 1",country_flags,country_code_flags,flag,ps,1,roundel,PS,"flag;country;PS;Palestine, State of",svg/master/flag_ps_roundel_01.svg,png/{theme}/{size}/flag_ps_roundel_01.png
NEO02783,2783,flag_pt_roundel_01,Portugal flag roundel 1,country_flags,country_code_flags,flag,pt,1,roundel,PT,flag;country;PT;Portugal,svg/master/flag_pt_roundel_01.svg,png/{theme}/{size}/flag_pt_roundel_01.png
NEO02784,2784,flag_pw_roundel_01,Palau flag roundel 1,country_flags,country_code_flags,flag,pw,1,roundel,PW,flag;country;PW;Palau,svg/master/flag_pw_roundel_01.svg,png/{theme}/{size}/flag_pw_roundel_01.png
NEO02785,2785,flag_py_roundel_01,Paraguay flag roundel 1,country_flags,country_code_flags,flag,py,1,roundel,PY,flag;country;PY;Paraguay,svg/master/flag_py_roundel_01.svg,png/{theme}/{size}/flag_py_roundel_01.png
NEO02786,2786,flag_qa_roundel_01,Qatar flag roundel 1,country_flags,country_code_flags,flag,qa,1,roundel,QA,flag;country;QA;Qatar,svg/master/flag_qa_roundel_01.svg,png/{theme}/{size}/flag_qa_roundel_01.png
NEO02787,2787,flag_re_roundel_01,Réunion flag roundel 1,country_flags,country_code_flags,flag,re,1,roundel,RE,flag;country;RE;Réunion,svg/master/flag_re_roundel_01.svg,png/{theme}/{size}/flag_re_roundel_01.png
NEO02788,2788,flag_ro_roundel_01,Romania flag roundel 1,country_flags,country_code_flags,flag,ro,1,roundel,RO,flag;country;RO;Romania,svg/master/flag_ro_roundel_01.svg,png/{theme}/{size}/flag_ro_roundel_01.png
NEO02789,2789,flag_rs_roundel_01,Serbia flag roundel 1,country_flags,country_code_flags,flag,rs,1,roundel,RS,flag;country;RS;Serbia,svg/master/flag_rs_roundel_01.svg,png/{theme}/{size}/flag_rs_roundel_01.png
NEO02790,2790,flag_ru_roundel_01,Russian Federation flag roundel 1,country_flags,country_code_flags,flag,ru,1,roundel,RU,flag;country;RU;Russian Federation,svg/master/flag_ru_roundel_01.svg,png/{theme}/{size}/flag_ru_roundel_01.png
NEO02791,2791,flag_rw_roundel_01,Rwanda flag roundel 1,country_flags,country_code_flags,flag,rw,1,roundel,RW,flag;country;RW;Rwanda,svg/master/flag_rw_roundel_01.svg,png/{theme}/{size}/flag_rw_roundel_01.png
NEO02792,2792,flag_sa_roundel_01,Saudi Arabia flag roundel 1,country_flags,country_code_flags,flag,sa,1,roundel,SA,flag;country;SA;Saudi Arabia,svg/master/flag_sa_roundel_01.svg,png/{theme}/{size}/flag_sa_roundel_01.png
NEO02793,2793,flag_sb_roundel_01,Solomon Islands flag roundel 1,country_flags,country_code_flags,flag,sb,1,roundel,SB,flag;country;SB;Solomon Islands,svg/master/flag_sb_roundel_01.svg,png/{theme}/{size}/flag_sb_roundel_01.png
NEO02794,2794,flag_sc_roundel_01,Seychelles flag roundel 1,country_flags,country_code_flags,flag,sc,1,roundel,SC,flag;country;SC;Seychelles,svg/master/flag_sc_roundel_01.svg,png/{theme}/{size}/flag_sc_roundel_01.png
NEO02795,2795,flag_sd_roundel_01,Sudan flag roundel 1,country_flags,country_code_flags,flag,sd,1,roundel,SD,flag;country;SD;Sudan,svg/master/flag_sd_roundel_01.svg,png/{theme}/{size}/flag_sd_roundel_01.png
NEO02796,2796,flag_se_roundel_01,Sweden flag roundel 1,country_flags,country_code_flags,flag,se,1,roundel,SE,flag;country;SE;Sweden,svg/master/flag_se_roundel_01.svg,png/{theme}/{size}/flag_se_roundel_01.png
NEO02797,2797,flag_sg_roundel_01,Singapore flag roundel 1,country_flags,country_code_flags,flag,sg,1,roundel,SG,flag;country;SG;Singapore,svg/master/flag_sg_roundel_01.svg,png/{theme}/{size}/flag_sg_roundel_01.png
NEO02798,2798,flag_sh_roundel_01,"Saint Helena, Ascension and Tristan da Cunha flag roundel 1",country_flags,country_code_flags,flag,sh,1,roundel,SH,"flag;country;SH;Saint Helena, Ascension and Tristan da Cunha",svg/master/flag_sh_roundel_01.svg,png/{theme}/{size}/flag_sh_roundel_01.png
NEO02799,2799,flag_si_roundel_01,Slovenia flag roundel 1,country_flags,country_code_flags,flag,si,1,roundel,SI,flag;country;SI;Slovenia,svg/master/flag_si_roundel_01.svg,png/{theme}/{size}/flag_si_roundel_01.png
NEO02800,2800,flag_sj_roundel_01,Svalbard and Jan Mayen flag roundel 1,country_flags,country_code_flags,flag,sj,1,roundel,SJ,flag;country;SJ;Svalbard and Jan Mayen,svg/master/flag_sj_roundel_01.svg,png/{theme}/{size}/flag_sj_roundel_01.png
NEO02801,2801,flag_sk_roundel_01,Slovakia flag roundel 1,country_flags,country_code_flags,flag,sk,1,roundel,SK,flag;country;SK;Slovakia,svg/master/flag_sk_roundel_01.svg,png/{theme}/{size}/flag_sk_roundel_01.png
NEO02802,2802,flag_sl_roundel_01,Sierra Leone flag roundel 1,country_flags,country_code_flags,flag,sl,1,roundel,SL,flag;country;SL;Sierra Leone,svg/master/flag_sl_roundel_01.svg,png/{theme}/{size}/flag_sl_roundel_01.png
NEO02803,2803,flag_sm_roundel_01,San Marino flag roundel 1,country_flags,country_code_flags,flag,sm,1,roundel,SM,flag;country;SM;San Marino,svg/master/flag_sm_roundel_01.svg,png/{theme}/{size}/flag_sm_roundel_01.png
NEO02804,2804,flag_sn_roundel_01,Senegal flag roundel 1,country_flags,country_code_flags,flag,sn,1,roundel,SN,flag;country;SN;Senegal,svg/master/flag_sn_roundel_01.svg,png/{theme}/{size}/flag_sn_roundel_01.png
NEO02805,2805,flag_so_roundel_01,Somalia flag roundel 1,country_flags,country_code_flags,flag,so,1,roundel,SO,flag;country;SO;Somalia,svg/master/flag_so_roundel_01.svg,png/{theme}/{size}/flag_so_roundel_01.png
NEO02806,2806,flag_sr_roundel_01,Suriname flag roundel 1,country_flags,country_code_flags,flag,sr,1,roundel,SR,flag;country;SR;Suriname,svg/master/flag_sr_roundel_01.svg,png/{theme}/{size}/flag_sr_roundel_01.png
NEO02807,2807,flag_ss_roundel_01,South Sudan flag roundel 1,country_flags,country_code_flags,flag,ss,1,roundel,SS,flag;country;SS;South Sudan,svg/master/flag_ss_roundel_01.svg,png/{theme}/{size}/flag_ss_roundel_01.png
NEO02808,2808,flag_st_roundel_01,Sao Tome and Principe flag roundel 1,country_flags,country_code_flags,flag,st,1,roundel,ST,flag;country;ST;Sao Tome and Principe,svg/master/flag_st_roundel_01.svg,png/{theme}/{size}/flag_st_roundel_01.png
NEO02809,2809,flag_sv_roundel_01,El Salvador flag roundel 1,country_flags,country_code_flags,flag,sv,1,roundel,SV,flag;country;SV;El Salvador,svg/master/flag_sv_roundel_01.svg,png/{theme}/{size}/flag_sv_roundel_01.png
NEO02810,2810,flag_sx_roundel_01,Sint Maarten (Dutch part) flag roundel 1,country_flags,country_code_flags,flag,sx,1,roundel,SX,flag;country;SX;Sint Maarten (Dutch part),svg/master/flag_sx_roundel_01.svg,png/{theme}/{size}/flag_sx_roundel_01.png
NEO02811,2811,flag_sy_roundel_01,Syrian Arab Republic flag roundel 1,country_flags,country_code_flags,flag,sy,1,roundel,SY,flag;country;SY;Syrian Arab Republic,svg/master/flag_sy_roundel_01.svg,png/{theme}/{size}/flag_sy_roundel_01.png
NEO02812,2812,flag_sz_roundel_01,Eswatini flag roundel 1,country_flags,country_code_flags,flag,sz,1,roundel,SZ,flag;country;SZ;Eswatini,svg/master/flag_sz_roundel_01.svg,png/{theme}/{size}/flag_sz_roundel_01.png
NEO02813,2813,flag_tc_roundel_01,Turks and Caicos Islands flag roundel 1,country_flags,country_code_flags,flag,tc,1,roundel,TC,flag;country;TC;Turks and Caicos Islands,svg/master/flag_tc_roundel_01.svg,png/{theme}/{size}/flag_tc_roundel_01.png
NEO02814,2814,flag_td_roundel_01,Chad flag roundel 1,country_flags,country_code_flags,flag,td,1,roundel,TD,flag;country;TD;Chad,svg/master/flag_td_roundel_01.svg,png/{theme}/{size}/flag_td_roundel_01.png
NEO02815,2815,flag_tf_roundel_01,French Southern Territories flag roundel 1,country_flags,country_code_flags,flag,tf,1,roundel,TF,flag;country;TF;French Southern Territories,svg/master/flag_tf_roundel_01.svg,png/{theme}/{size}/flag_tf_roundel_01.png
NEO02816,2816,flag_tg_roundel_01,Togo flag roundel 1,country_flags,country_code_flags,flag,tg,1,roundel,TG,flag;country;TG;Togo,svg/master/flag_tg_roundel_01.svg,png/{theme}/{size}/flag_tg_roundel_01.png
NEO02817,2817,flag_th_roundel_01,Thailand flag roundel 1,country_flags,country_code_flags,flag,th,1,roundel,TH,flag;country;TH;Thailand,svg/master/flag_th_roundel_01.svg,png/{theme}/{size}/flag_th_roundel_01.png
NEO02818,2818,flag_tj_roundel_01,Tajikistan flag roundel 1,country_flags,country_code_flags,flag,tj,1,roundel,TJ,flag;country;TJ;Tajikistan,svg/master/flag_tj_roundel_01.svg,png/{theme}/{size}/flag_tj_roundel_01.png
NEO02819,2819,flag_tk_roundel_01,Tokelau flag roundel 1,country_flags,country_code_flags,flag,tk,1,roundel,TK,flag;country;TK;Tokelau,svg/master/flag_tk_roundel_01.svg,png/{theme}/{size}/flag_tk_roundel_01.png
